14.1712 	INFO 	Loaded monitor calibration from ['2026_03_11 12:45']
14.3421 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x17801c310>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x17801c370>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x177b786a0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3456, 2234]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.3422 	EXP 	window1: backgroundImage = ''
14.3422 	EXP 	window1: backgroundFit = 'none'
14.3832 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.3832 	EXP 	window1: recordFrameIntervals = False
14.5597 	EXP 	window1: recordFrameIntervals = True
15.3892 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.9497 	INFO 	keyboard.Keyboard is using ptb backend.
16.1120 	INFO 	keyboard.Keyboard is using ptb backend.
16.2769 	INFO 	keyboard.Keyboard is using ptb backend.
16.4421 	INFO 	keyboard.Keyboard is using ptb backend.
16.6039 	INFO 	keyboard.Keyboard is using ptb backend.
16.7679 	INFO 	keyboard.Keyboard is using ptb backend.
16.9296 	INFO 	keyboard.Keyboard is using ptb backend.
17.0941 	INFO 	keyboard.Keyboard is using ptb backend.
17.2558 	INFO 	keyboard.Keyboard is using ptb backend.
17.4193 	INFO 	keyboard.Keyboard is using ptb backend.
17.5814 	INFO 	keyboard.Keyboard is using ptb backend.
17.7455 	INFO 	keyboard.Keyboard is using ptb backend.
17.9081 	INFO 	keyboard.Keyboard is using ptb backend.
18.0722 	INFO 	keyboard.Keyboard is using ptb backend.
18.2369 	INFO 	keyboard.Keyboard is using ptb backend.
18.4029 	INFO 	keyboard.Keyboard is using ptb backend.
18.5671 	INFO 	keyboard.Keyboard is using ptb backend.
