ID,Weight,Nested,Procedure,Stimulus,TargetType,CorrectResponse,StimType,BlockType,thisN,thisTrialN,thisRepN,response.keys,response.corr,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,practiceLoop2.thisRepN,practiceLoop2.thisTrialN,practiceLoop2.thisN,practiceLoop2.thisIndex,practiceLoop3.thisRepN,practiceLoop3.thisTrialN,practiceLoop3.thisN,practiceLoop3.thisIndex,practiceLoop4.thisRepN,practiceLoop4.thisTrialN,practiceLoop4.thisN,practiceLoop4.thisIndex,thisRow.t,notes,TitlePage.started,NextPage.started,NbackTitle.started,TitlePage.stopped,NextPage.keys,NextPage.rt,NextPage.duration,Instructions1.started,NextPage_2.started,Instructions_1.started,Label_faces.started,Places_label.started,Face_image.started,Place_Image.started,Instructions1.stopped,NextPage_2.keys,NextPage_2.rt,NextPage_2.duration,Instructions5pt5.started,NextPage_5.started,Instructions_5pt5.started,Instructions5pt5.stopped,NextPage_5.keys,NextPage_5.rt,NextPage_5.duration,Instructions6.started,NextPage_6.started,Instructions_6.started,Instructions_6_Target.started,TargetImage.started,Instructions6.stopped,NextPage_6.keys,NextPage_6.rt,NextPage_6.duration,Instructions6pt1.started,NextPage_27.started,Instructions_7.started,TargetImage_2.started,Instructions_6_Match_2.started,Instructions6pt1.stopped,NextPage_27.keys,NextPage_27.rt,NextPage_27.duration,routine_1.started,NextPage_30.started,Instructions_13.started,TargetImage_4.started,Instructions_6_Match_4.started,Instructions_6_Match_6.started,routine_1.stopped,NextPage_30.keys,NextPage_30.rt,NextPage_30.duration,Instructions14.started,NextPage_7.started,Instructions_10.started,Instructions_6_Match_3.started,TargetImage_3.started,Instructions14.stopped,NextPage_7.keys,NextPage_7.rt,NextPage_7.duration,routine.started,NextPage_31.started,Instructions_14.started,Instructions_6_Match_5.started,TargetImage_5.started,Instructions_6_Match_7.started,routine.stopped,NextPage_31.keys,NextPage_31.rt,NextPage_31.duration,Instructions6pt2.started,NextPage_8.started,Instructions_6pt2.started,Instructions6pt2.stopped,NextPage_8.keys,NextPage_8.rt,NextPage_8.duration,PracticeTrial1_Cue.started,CueFix_1.started,CueTarget_1.started,CueTargetImage_1.started,Zero_back.started,CueFix_1.stopped,PracticeTrial1_Cue.stopped,PracticeTrial_Stim.started,response.started,Stim.started,Stim_LeftScreenInstruction.started,Stim_RightScreenInstruction.started,PracticeTrial_Stim.stopped,practiceLoop.response.keys,practiceLoop.response.corr,PracticeTrial_Feedback.started,Fix.started,Feedback.started,Fix.stopped,Feedback.stopped,PracticeTrial_Feedback.stopped,InstructionsSpaceToContinue.started,NextPage_9.started,Instructions_Space.started,InstructionsSpaceToContinue.stopped,NextPage_9.keys,NextPage_9.rt,NextPage_9.duration,PracticeTrial2_Cue.started,CueFix_2.started,CueTarget_2.started,CueTargetImage_2.started,Zero_back_2.started,CueFix_2.stopped,PracticeTrial2_Cue.stopped,practiceLoop2.response.keys,practiceLoop2.response.corr,response.stopped,Stim.stopped,Stim_LeftScreenInstruction.stopped,Stim_RightScreenInstruction.stopped,Instructions8.started,NextPage_10.started,Instructions_8.started,Instructions8.stopped,NextPage_10.keys,NextPage_10.rt,NextPage_10.duration,Instructions9.started,NextPage_12.started,Instructions_9.started,Example_Stim.started,Example_LeftScreenInstruction.started,Example_RightScreenInstruction.started,Instructions_12.started,Instructions9.stopped,NextPage_12.keys,NextPage_12.rt,NextPage_12.duration,Instructions21.started,NextPage_13.started,Instructions_21.started,One_Back_Example_Stim.started,Example_Stim_2.started,Example_LeftScreenInstruction_2.started,Example_RightScreenInstruction_2.started,Instructions21.stopped,NextPage_13.keys,NextPage_13.rt,NextPage_13.duration,Instructions24.started,NextPage_14.started,Instructions_24.started,Green_Border.started,Two_Back_Example_Stim.started,One_Back_Example_Stim_2.started,Example_Stim_3.started,Example_LeftScreenInstruction_3.started,Example_RightScreenInstruction_3.started,Instructions24.stopped,NextPage_14.keys,NextPage_14.rt,NextPage_14.duration,Instructions25.started,NextPage_15.started,Instructions_25.started,Two_Back_Example_Stim_2.started,One_Back_Example_Stim_3.started,Example_Stim_4.started,Example_LeftScreenInstruction_4.started,Example_RightScreenInstruction_4.started,Instructions25.stopped,NextPage_15.keys,NextPage_15.rt,NextPage_15.duration,Instructions15.started,NextPage_16.started,Instructions_15.started,Instructions15.stopped,NextPage_16.keys,NextPage_16.rt,NextPage_16.duration,Instructions32.started,NextPage_17.started,Instructions_32.started,Example_Stim_5.started,Example_LeftScreenInstruction_5.started,Example_RightScreenInstruction_5.started,Instructions32.stopped,NextPage_17.keys,NextPage_17.rt,NextPage_17.duration,Instructions27.started,NextPage_18.started,Instructions_27.started,Example_Stim_6.started,Example_LeftScreenInstruction_6.started,Example_RightScreenInstruction_6.started,Instructions27.stopped,NextPage_18.keys,NextPage_18.rt,NextPage_18.duration,Instructions33.started,NextPage_19.started,Instructions_33.started,Example_Stim_7.started,Example_LeftScreenInstruction_7.started,Example_RightScreenInstruction_7.started,Instructions33.stopped,NextPage_19.keys,NextPage_19.rt,NextPage_19.duration,Instructions26.started,NextPage_20.started,Instructions_26.started,One_Back_Example_Stim_4.started,Example_Stim_8.started,Example_LeftScreenInstruction_8.started,Example_RightScreenInstruction_8.started,Instructions26.stopped,NextPage_20.keys,NextPage_20.rt,NextPage_20.duration,Instructions34.started,NextPage_21.started,Instructions.started,Example_Stim_9.started,Example_LeftScreenInstruction_9.started,Example_RightScreenInstruction_9.started,Instructions34.stopped,NextPage_21.keys,NextPage_21.rt,NextPage_21.duration,Instructions28.started,NextPage_22.started,Instructions_28.started,Two_Back_Example_Stim_3.started,One_Back_Example_Stim_5.started,Example_Stim_10.started,Example_LeftScreenInstruction_10.started,Example_RightScreenInstruction_10.started,Instructions28.stopped,NextPage_22.keys,NextPage_22.rt,NextPage_22.duration,Instructions_31.started,NextPage_28.started,Instructions_4.started,Example_Stim_12.started,Example_LeftScreenInstruction_12.started,Example_RightScreenInstruction_12.started,Instructions_31.stopped,NextPage_28.keys,NextPage_28.rt,NextPage_28.duration,Instructions29.started,NextPage_23.started,Instructions_29.started,Green_Border_2.started,Two_Back_Example_Stim_4.started,One_Back_Example_Stim_6.started,Example_Stim_11.started,Example_LeftScreenInstruction_11.started,Example_RightScreenInstruction_11.started,Instructions29.stopped,NextPage_23.keys,NextPage_23.rt,NextPage_23.duration,Instructions22.started,NextPage_24.started,Instructions_22.started,Instructions22.stopped,NextPage_24.keys,NextPage_24.rt,NextPage_24.duration,Instructions30.started,NextPage_25.started,Instructions_30.started,Instructions30.stopped,NextPage_25.keys,NextPage_25.rt,NextPage_25.duration,practiceLoop3.response.keys,practiceLoop3.response.corr,practiceLoop4.response.keys,practiceLoop4.response.corr,Instructions36.started,NextPage_26.started,Instructions_36.started,magenta_fixcross.started,Instructions_37.started,Instructions36.stopped,NextPage_26.keys,NextPage_26.rt,NextPage_26.duration,Instructions_5.started,NextPage_29.started,Instructions_38.started,Instructions_5.stopped,NextPage_29.keys,NextPage_29.rt,NextPage_29.duration,PracticeTrial5_Cue.started,CueFix_5.started,Cue_2Back.started,CueFix_5.stopped,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
2,1,None,PracticeTrialsPROC,VM Stimuli/PracticeNC2.bmp,nontarget,Nontarget,NeutFace,0-Back,0,0,0,None,0,0,0,0,0,,,,,,,,,,,,,17.26203208277002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24977216683328,17.26203208277002,17.26203208277002,17.26203208277002,17.26203208277002,19.199648874811828,None,0,19.213178416714072,19.223711957689375,19.6933025829494,19.7278581247665,21.209071582648903,21.184908291790634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
3,1,None,PracticeTrialsPROC,VM Stimuli/PracticeNC1.bmp,target,Target,NeutFace,0-Back,1,1,0,None,0,0,1,1,1,,,,,,,,,,,,,21.209071582648903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19404804194346,21.209071582648903,21.209071582648903,21.209071582648903,21.209071582648903,23.200895791873336,None,0,23.20278583280742,23.21290325000882,23.69737224979326,23.70771445799619,25.206202582921833,25.18486433289945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
4,1,None,PracticeTrialsPROC,VM Stimuli/PracticeNC3.bmp,nontarget,Nontarget,NeutFace,0-Back,2,2,0,None,0,0,2,2,2,,,,,,,,,,,,,25.206202582921833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.19126829179004,25.206202582921833,25.206202582921833,25.206202582921833,25.206202582921833,27.197700457647443,None,0,27.199955333024263,27.210165749769658,27.697842666879296,27.708218957763165,29.21323904208839,29.190044207964092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
5,1,None,PracticeTrialsPROC,VM Stimuli/PracticeNC2.bmp,nontarget,Nontarget,NeutFace,0-Back,3,3,0,None,0,0,3,3,3,,,,,,,,,,,,,29.21323904208839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.19752599997446,29.21323904208839,29.21323904208839,29.21323904208839,29.21323904208839,31.201673541683704,None,0,31.20370554178953,31.214113417081535,31.696816625073552,31.70707704173401,33.20707504171878,33.18436333304271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
6,1,None,PracticeTrialsPROC,VM Stimuli/PracticeNC1.bmp,target,Target,NeutFace,0-Back,4,4,0,None,0,0,4,4,4,,,,,,,,,,,,,33.20707504171878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.19109029183164,33.20707504171878,33.20707504171878,33.20707504171878,33.20707504171878,35.20158391678706,None,0,35.20376987475902,35.21430291701108,35.6974509996362,35.70769654167816,37.19940145779401,37.18486516689882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.18628975003958,37.19940145779401,37.19940145779401,37.889592374674976,space,0.6862818752415478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89142158301547,37.907230749726295,38.40559133281931,38.40559133281931,38.40559133281931,38.41879820777103,40.89775374997407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
2,1,None,PracticeTrialsPROC,VM Stimuli/Place1.bmp,target,Target,Place,0-Back,0,0,0,None,0,,,,,0,0,0,0,,,,,,,,,40.930698457639664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91773279197514,40.930698457639664,40.930698457639664,40.930698457639664,40.930698457639664,42.89596304204315,,,42.89780279202387,42.907988749910146,43.38719899998978,43.41011979198083,44.90133999986574,44.87845545774326,,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
3,1,None,PracticeTrialsPROC,VM Stimuli/Place3.bmp,nontarget,Nontarget,Place,0-Back,1,1,0,None,0,,,,,0,1,1,1,,,,,,,,,44.90133999986574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.885484541766346,44.90133999986574,44.90133999986574,44.90133999986574,44.90133999986574,46.88388824975118,,,46.88578262506053,46.896100542042404,47.395905499812216,47.395905499812216,48.9071327499114,48.88476300006732,,,,,,,,,,,,,,,None,0,46.896100542042404,46.896100542042404,46.896100542042404,46.896100542042404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
4,1,None,PracticeTrialsPROC,VM Stimuli/Place5.bmp,nontarget,Nontarget,Place,0-Back,2,2,0,None,0,,,,,0,2,2,2,,,,,,,,,48.9071327499114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89143949979916,48.9071327499114,48.9071327499114,48.9071327499114,48.9071327499114,50.89361304184422,,,50.895519542042166,50.90597020788118,51.38794795796275,51.41114129172638,52.8949194168672,52.87323279166594,,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
5,1,None,PracticeTrialsPROC,VM Stimuli/Place1.bmp,target,Target,Place,0-Back,3,3,0,None,0,,,,,0,3,3,3,,,,,,,,,52.8949194168672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.87939954176545,52.8949194168672,52.8949194168672,52.8949194168672,52.8949194168672,54.884037957992405,,,54.88590991683304,54.896077416837215,55.396810916718096,55.396810916718096,56.89634241675958,56.87946266680956,,,,,,,,,,,,,,,None,0,54.896077416837215,54.896077416837215,54.896077416837215,54.896077416837215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
6,1,None,PracticeTrialsPROC,VM Stimuli/Place3.bmp,nontarget,Nontarget,Place,0-Back,4,4,0,None,0,,,,,0,4,4,4,,,,,,,,,56.89634241675958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.884306374937296,56.89634241675958,56.89634241675958,56.89634241675958,56.89634241675958,58.88572979206219,,,58.88762674992904,58.89809379167855,59.39207175001502,59.41722070798278,60.89811170799658,60.88496095780283,,,,,,,,,,,,,,,None,0,58.89809379167855,58.89809379167855,58.89809379167855,58.89809379167855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.886336874682456,60.89811170799658,60.89811170799658,61.59633762482554,space,0.6908969590440392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.601607916876674,61.61821670783684,61.61821670783684,70.36312529165298,space,8.734255082905293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37574520800263,70.40204049972817,70.40204049972817,70.40204049972817,70.40204049972817,70.40204049972817,70.40204049972817,74.71872845804319,space,4.304376083891839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72591691697016,74.74226491665468,74.74226491665468,74.74226491665468,74.74226491665468,74.74226491665468,74.74226491665468,76.2008617920801,space,1.4489138750359416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.20564466668293,76.22828970802948,76.22828970802948,76.22828970802948,76.22828970802948,76.22828970802948,76.22828970802948,76.22828970802948,76.22828970802948,77.57740258285776,space,1.3467817502096295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.58216987503693,77.60275854170322,77.60275854170322,77.60275854170322,77.60275854170322,77.60275854170322,77.60275854170322,77.60275854170322,78.95104774972424,space,1.3446660418994725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9518410419114,78.96769579173997,78.96769579173997,79.80777949979529,space,0.8347708331421018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8105542496778,79.83613612502813,79.83613612502813,79.83613612502813,79.83613612502813,79.83613612502813,80.68559562508017,space,0.8448524158447981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AANNNAAA,1,Right,2026-04-13_11h07.09.110,EmoNback_Practice,,2025.1.1,60,2026-04-13 11h07.14.493579 -0500,
