thisRow.t,notes,TitlePage.started,NextPage.started,NbackTitle.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,date,expName,psychopyVersion,frameRate,expStart,
,,0.03544499957934022,0.135432374663651,0.135432374663651,,,,,,,,,
