thisRow.t,notes,TitlePage.started,NextPage.started,NbackTitle.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.016381291672587395,0.058752624318003654,0.058752624318003654,,,,,,,,,,
