thisRow.t,notes,TitlePage.started,NextPage.started,NbackTitle.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.056220333091914654,0.07117174938321114,0.07117174938321114,,,,,,,,,,
