thisN,thisTrialN,thisRepN,ID,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,response.keys,response.corr,TargetStimulus,BlockLoop_Run1.thisRepN,BlockLoop_Run1.thisTrialN,BlockLoop_Run1.thisN,BlockLoop_Run1.thisIndex,TrialLoop_Run1.thisRepN,TrialLoop_Run1.thisTrialN,TrialLoop_Run1.thisN,TrialLoop_Run1.thisIndex,thisRow.t,notes,TitlePage.started,Continue.started,NbackTitle.started,TitlePage.stopped,Continue.keys,Continue.rt,Continue.duration,Instructions.started,Continue_2.started,Instruction.started,Instructions.stopped,Continue_2.keys,Continue_2.rt,Continue_2.duration,Instructions_2.started,Continue_3.started,Instruction_2.started,Target.started,TargetImage.started,Instructions_2.stopped,Continue_3.keys,Continue_3.rt,Continue_3.duration,Instructions_3.started,Continue_4.started,Instruction_3.started,Green_Border.started,Image_2Back.started,Image_1Back.started,Image_ToMatch.started,LEFTSIDESCREEN_CAPTION.started,RIGHTSIDESCREEN_CAPTION.started,Instructions_3.stopped,Continue_4.keys,Continue_4.rt,Continue_4.duration,Instructions_4.started,Continue_5.started,Instruction_4.started,Instructions_4.stopped,Continue_5.keys,Continue_5.rt,Continue_5.duration,Instructions_5.started,Continue_6.started,Instruction_5.started,Instructions_5.stopped,Continue_6.keys,Continue_6.rt,Continue_6.duration,Waiting4Scanner.started,Continue_7.started,Scanner_Instruction.started,Waiting4Scanner.stopped,Continue_7.keys,Continue_7.rt,Continue_7.duration,CueFix_Run1.started,Cue_Fix.started,CueFix_Run1.stopped,Cue2Back.started,Cue_2Back.started,Cue2Back.stopped,Cue0Back.started,Cue0Back.stopped,Stim.started,StimulusImage.started,LeftScreenResponse.started,RightScreenResponse.started,response.started,Stim.stopped,TrialLoop_Run1.response.keys,TrialLoop_Run1.response.corr,correctKey,pressedKey,accuracy,RT,date,time,version,run,block,id,stimulus,stimType,Fix.started,End_Fix.started,Fix.stopped,StimulusImage.stopped,LeftScreenResponse.stopped,RightScreenResponse.stopped,response.stopped,End_Fix.stopped,EndBlock_Run1.started,EndBlock_Run1.stopped,Cue_Target.started,Cue_TargetImage.started,Cue_Fix.stopped,Fix15Sec.started,Fix_15_Sec.started,Fix15Sec.stopped,Fix5Sec.started,Fix_5_Sec.started,Fix5Sec.stopped,Instructions_6.started,Continue_8.started,Instruction_6.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,Please select version:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,1,0,2,1,VM Stimuli/HM05_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,187.02784858364612,187.03831049986184,187.52760141622275,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
2,2,0,3,1,VM Stimuli/HM05_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,2,2,2,187.55049737542868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.52877583354712,,187.52883441653103,187.5320624159649,187.53211866598576,187.5354729583487,187.55049737542868,187.55049737542868,187.55049737542868,187.55049737542868,189.53466712497175,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:10,1,1,6,3,VM Stimuli/HM05_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
2,2,0,3,1,VM Stimuli/HM05_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,189.53537283372134,189.54531237576157,190.03266254160553,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
3,3,0,4,1,VM Stimuli/10F_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,3,3,3,190.05792837496847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.03370329085737,,190.03375029098243,190.03691145870835,190.03696762491018,190.04311862494797,190.05792837496847,190.05792837496847,190.05792837496847,190.05792837496847,192.0460100006312,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:13,1,1,6,4,VM Stimuli/10F_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
3,3,0,4,1,VM Stimuli/10F_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,192.04667950049043,192.0567990830168,192.53900691587478,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
4,4,0,5,1,VM Stimuli/BF09_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,4,4,4,192.5637545408681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.5399708757177,,192.54001825023443,192.54306541662663,192.54312183335423,192.54867204092443,192.5637545408681,192.5637545408681,192.5637545408681,192.5637545408681,194.545023416169,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:15,1,1,6,5,VM Stimuli/BF09_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
4,4,0,5,1,VM Stimuli/BF09_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,194.54569100029767,194.55586012545973,195.03926650062203,,,,,195.063716375269,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
5,5,0,6,1,VM Stimuli/28M_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,5,5,5,195.063716375269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.04020179156214,,195.04024741612375,195.04325483366847,195.04331066645682,195.0488030835986,195.063716375269,195.063716375269,195.063716375269,195.063716375269,197.05071633309126,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:18,1,1,6,6,VM Stimuli/28M_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
5,5,0,6,1,VM Stimuli/28M_FO.bmp,nonlure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,197.0513687087223,197.0680940002203,197.54498487524688,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
6,6,0,7,1,VM Stimuli/BF003_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,6,6,6,197.56883529108018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.54597958363593,,197.5460254587233,197.5490725003183,197.5491280835122,197.55419750045985,197.56883529108018,197.56883529108018,197.56883529108018,197.56883529108018,199.55687362514436,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:20,1,1,6,7,VM Stimuli/BF003_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
6,6,0,7,1,VM Stimuli/BF003_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,199.5575649579987,199.5677158748731,200.05543416645378,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
7,7,0,8,1,VM Stimuli/39M_FO.bmp,target,Target,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,7,7,7,200.07865333370864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.05639712512493,,200.05644308310002,200.06035445816815,200.0604152083397,200.0637339586392,200.07865333370864,200.07865333370864,200.07865333370864,200.07865333370864,202.06250050012022,None,0,1,NA,NA,NA,2026-01-20_12h22.45.472,12:26:23,1,1,6,8,VM Stimuli/39M_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
7,7,0,8,1,VM Stimuli/39M_FO.bmp,target,Target,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,202.06312650069594,202.07324395794421,202.56156150065362,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
8,8,0,9,1,VM Stimuli/10F_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,8,8,8,202.5851012505591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.56253200024366,,202.562577791512,202.56559274997562,202.5656490828842,202.57030904106796,202.5851012505591,202.5851012505591,202.5851012505591,202.5851012505591,204.57220387551934,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:25,1,1,6,9,VM Stimuli/10F_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
8,8,0,9,1,VM Stimuli/10F_FO.bmp,lure,nontarget,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,204.57286212500185,204.58479666616768,205.07236870843917,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
9,9,0,10,1,VM Stimuli/39M_FO.bmp,target,Target,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,9,9,9,205.0957449162379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.07358391676098,,205.07363170851022,205.07730866596103,205.0773657085374,205.0807216251269,205.0957449162379,205.0957449162379,205.0957449162379,205.0957449162379,207.07873691618443,None,0,1,NA,NA,NA,2026-01-20_12h22.45.472,12:26:28,1,1,6,10,VM Stimuli/39M_FO.bmp,NegFace,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
9,9,0,10,1,VM Stimuli/39M_FO.bmp,target,Target,NegFace,0-Back,None,0,VM Stimuli/39M_FO.bmp,6,0,6,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,207.07965412549675,207.0898763332516,207.57246350031346,,,,,207.59952904097736,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
0,0,0,1,1,VM Stimuli/PL_007_92026.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,0,0,0,208.10578816663474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.58808762487024,207.59952904097736,208.08452041633427,208.0940888756886,208.10578816663474,210.5790768750012,210.62151491641998,210.62156079150736,210.62518616672605,210.63745575025678,210.63745575025678,210.63745575025678,210.63745575025678,212.6231136256829,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:33,1,1,7,1,VM Stimuli/PL_007_92026.bmp,Place,,,,,,,,,207.57618212513626,207.57626041583717,,,208.10578816663474,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
0,0,0,1,1,VM Stimuli/PL_007_92026.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,212.62398604117334,212.6343636661768,213.12181758321822,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
1,1,0,2,1,VM Stimuli/PL_007_92026.bmp,lure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,1,1,1,213.1709130415693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.1227739583701,,213.12282462511212,213.15573483332992,213.15577845834196,213.15817529149354,213.1709130415693,213.1709130415693,213.1709130415693,213.1709130415693,215.1670215409249,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:36,1,1,7,2,VM Stimuli/PL_007_92026.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
1,1,0,2,1,VM Stimuli/PL_007_92026.bmp,lure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,215.16766229085624,215.184531416744,215.66158524993807,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
2,2,0,3,1,VM Stimuli/PL_010_92038.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,2,2,2,215.71266887523234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.66256729140878,,215.6626163329929,215.69507208373398,215.69511708337814,215.7002968331799,215.71266887523234,215.71266887523234,215.71266887523234,215.71266887523234,217.70410637557507,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:38,1,1,7,3,VM Stimuli/PL_010_92038.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
2,2,0,3,1,VM Stimuli/PL_010_92038.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,217.704802416265,217.7175114583224,218.204810208641,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
3,3,0,4,1,VM Stimuli/PL_009_92037.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,3,3,3,218.25270066596568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.20576362498105,,218.2058135829866,218.2344000833109,218.2344490000978,218.23977941647172,218.25270066596568,218.25270066596568,218.25270066596568,218.25270066596568,220.24435850046575,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:41,1,1,7,4,VM Stimuli/PL_009_92037.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
3,3,0,4,1,VM Stimuli/PL_009_92037.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,220.24518645834178,220.2548586660996,220.75166408345103,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
4,4,0,5,1,VM Stimuli/PL_010_92038.bmp,target,Target,Place,2-Back,None,0,,7,0,7,0,0,4,4,4,220.81216304097325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.75298245809972,,220.7530466252938,220.7987186666578,220.7987500410527,220.8013624586165,220.81216304097325,220.81216304097325,220.81216304097325,220.81216304097325,222.8003826662898,None,0,1,NA,NA,NA,2026-01-20_12h22.45.472,12:26:43,1,1,7,5,VM Stimuli/PL_010_92038.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
4,4,0,5,1,VM Stimuli/PL_010_92038.bmp,target,Target,Place,2-Back,None,0,,7,0,7,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,222.80129679106176,222.81163895875216,223.29932229127735,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
5,5,0,6,1,VM Stimuli/PL_009_92037.bmp,target,Target,Place,2-Back,None,0,,7,0,7,0,0,5,5,5,223.35544687509537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.30047512520105,,223.30053620785475,223.33956608362496,223.33961008302867,223.34329004120082,223.35544687509537,223.35544687509537,223.35544687509537,223.35544687509537,225.3459772085771,None,0,1,NA,NA,NA,2026-01-20_12h22.45.472,12:26:46,1,1,7,6,VM Stimuli/PL_009_92037.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
5,5,0,6,1,VM Stimuli/PL_009_92037.bmp,target,Target,Place,2-Back,None,0,,7,0,7,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,225.34666541591287,225.35671204142272,225.85084145795554,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
6,6,0,7,1,VM Stimuli/PL_008_92033.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,6,6,6,225.89812891650945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8517067078501,,225.85175495874137,225.8797130836174,225.87976283300668,225.88517612498254,225.89812891650945,225.89812891650945,225.89812891650945,225.89812891650945,227.88306550029665,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:49,1,1,7,7,VM Stimuli/PL_008_92033.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
6,6,0,7,1,VM Stimuli/PL_008_92033.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,227.8837526254356,227.89380945824087,228.38421687483788,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
7,7,0,8,1,VM Stimuli/PL_012_92047.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,7,7,7,228.43212379142642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.38533462490886,,228.3853965830058,228.41455504111946,228.4146049162373,228.419256166555,228.43212379142642,228.43212379142642,228.43212379142642,228.43212379142642,230.41599362529814,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:51,1,1,7,8,VM Stimuli/PL_012_92047.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
7,7,0,8,1,VM Stimuli/PL_012_92047.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,230.41665712557733,230.42636383324862,230.91765850037336,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
8,8,0,9,1,VM Stimuli/PL_012_92047.bmp,lure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,8,8,8,230.9642984578386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9188082916662,,230.91887083370239,230.94747058302164,230.9475205410272,230.95058495830745,230.9642984578386,230.9642984578386,230.9642984578386,230.9642984578386,232.9500457914546,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:54,1,1,7,9,VM Stimuli/PL_012_92047.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
8,8,0,9,1,VM Stimuli/PL_012_92047.bmp,lure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,232.95067275036126,232.9677012078464,233.45360108371824,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
9,9,0,10,1,VM Stimuli/PL_011_92044.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,9,9,9,233.49948049988598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.45456858351827,,233.4546164162457,233.4822550835088,233.48229862563312,233.48663658369333,233.49948049988598,233.49948049988598,233.49948049988598,233.49948049988598,235.49048350006342,None,0,2,NA,NA,NA,2026-01-20_12h22.45.472,12:26:56,1,1,7,10,VM Stimuli/PL_011_92044.bmp,Place,,,,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
9,9,0,10,1,VM Stimuli/PL_011_92044.bmp,nonlure,nontarget,Place,2-Back,None,0,,7,0,7,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20_12h22.45.472,,,,,,,,235.49115054123104,235.5013497080654,235.98767587542534,,,,,,,,,,,,,,,,,,,,543211,1,Right,1,2026-01-20_12h22.45.472,EmoNback_Behavioral,,2025.1.1,90.63091634475249,2026-01-20 12h23.01.158604 -0600,
