28.7124 	INFO 	Loaded monitor calibration from ['2025_02_25 08:51']
28.7271 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2240, 1260]. Using actual size
28.9144 	INFO 	Using renderer 'Apple M1' for graphics
28.9144 	INFO 	OpenGL version supported by driver is 2..
28.9505 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x14b97e320>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x14b97e680>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x14ba5a230>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([4480, 2520]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.9506 	EXP 	window1: backgroundImage = ''
28.9506 	EXP 	window1: backgroundFit = 'none'
29.3354 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
29.3354 	EXP 	window1: recordFrameIntervals = False
29.6988 	EXP 	window1: recordFrameIntervals = True
29.7454 	WARNING 	t of last frame was 24.01ms (=1/41)
29.9960 	WARNING 	t of last frame was 25.65ms (=1/38)
30.1072 	EXP 	Screen (0) actual frame rate measured at 90.63Hz
30.1073 	EXP 	window1: recordFrameIntervals = False
30.6581 	INFO 	keyboard.Keyboard is using ptb backend.
30.7059 	INFO 	keyboard.Keyboard is using ptb backend.
30.7536 	INFO 	keyboard.Keyboard is using ptb backend.
30.8021 	INFO 	keyboard.Keyboard is using ptb backend.
30.8505 	INFO 	keyboard.Keyboard is using ptb backend.
30.8982 	INFO 	keyboard.Keyboard is using ptb backend.
30.9455 	INFO 	keyboard.Keyboard is using ptb backend.
30.9929 	INFO 	keyboard.Keyboard is using ptb backend.
31.0405 	INFO 	keyboard.Keyboard is using ptb backend.
31.0874 	INFO 	keyboard.Keyboard is using ptb backend.
31.1343 	INFO 	keyboard.Keyboard is using ptb backend.
31.1810 	INFO 	keyboard.Keyboard is using ptb backend.
31.1811 	EXP 	EmoNback_Behavioral: status = STARTED
31.3643 	EXP 	Created TargetImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='VM Stimuli/PracticeFO3.bmp', interpolate=True, mask=None, maskParams=None, name='TargetImage', opacity=1, ori=0.0, pos=array([0.15, 0.  ]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
31.3736 	EXP 	Created Green_Border = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-0.60784314,  0.60784314, -0.60784314]), fillColorSpace='rgb', fillRGB=array([-0.60784314,  0.60784314, -0.60784314]), interpolate=True, lineColor=array([-0.60784314,  0.60784314, -0.60784314]), lineColorSpace='rgb', lineRGB=array([-0.60784314,  0.60784314, -0.60784314]), lineWidth=1.0, name='Green_Border', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
31.3756 	EXP 	Created Image_2Back = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='VM Stimuli/PracticeFO3.bmp', interpolate=True, mask=None, maskParams=None, name='Image_2Back', opacity=1, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.13, 0.13]), texRes=128.0, units='height', win=Window(...))
31.3782 	EXP 	Created Image_1Back = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='VM Stimuli/PracticeFO1.bmp', interpolate=True, mask=None, maskParams=None, name='Image_1Back', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
31.3799 	EXP 	Created Image_ToMatch = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='VM Stimuli/PracticeFO3.bmp', interpolate=True, mask=None, maskParams=None, name='Image_ToMatch', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
31.4755 	EXP 	Created Cue_TargetImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='Cue_TargetImage', opacity=1, ori=0.0, pos=array([0.15, 0.  ]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
31.4789 	EXP 	Created StimulusImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='StimulusImage', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
31.5618 	EXP 	Created Cue_TargetImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='Cue_TargetImage', opacity=1, ori=0.0, pos=array([0.15, 0.  ]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
31.5648 	EXP 	Created StimulusImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='StimulusImage', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
0.0155 	EXP 	NbackTitle: autoLog = True
0.0155 	EXP 	Instruction: autoLog = True
0.0155 	EXP 	Instruction_2: autoLog = True
0.0155 	EXP 	Target: autoLog = True
0.0155 	EXP 	Instruction_3: autoLog = True
0.0155 	EXP 	LEFTSIDESCREEN_CAPTION: autoLog = True
0.0155 	EXP 	RIGHTSIDESCREEN_CAPTION: autoLog = True
0.0155 	EXP 	Instruction_4: autoLog = True
0.0155 	EXP 	Instruction_5: autoLog = True
0.0155 	EXP 	Scanner_Instruction: autoLog = True
0.0155 	EXP 	Cue_Fix: autoLog = True
0.0155 	EXP 	Cue_2Back: autoLog = True
0.0155 	EXP 	Cue_Target: autoLog = True
