thisRow.t,notes,TitlePage.started,Continue.started,NbackTitle.started,Please enter the Subject ID:,Please enter the Session Number:,Enter subject's handedness:,Please select version:,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.006742166355252266,0.012983999215066433,0.012983999215066433,,,,,,,,,,,
